cell,celltype_final,soma_x_um,soma_y_um,soma_z_um
720575940566986485,t5i,646.633,625.261,34.1322
720575940569306657,t5i,706.317,556.154,32.1788
720575940585356310,t5i,734.897,593.4,35.465
720575940568724986,t5i,713.099,596.045,34.1968
720575940582521646,t5i,736.679,627.16,34.7926
720575940568621389,t5i,689.565,535.635,30.5579
720575940541814392,t5i,712.935,543.812,32.3235
720575940564032737,t5i,687.087,654.801,33.2005
720575940567937458,t5i,657.65,640.216,35.3405
720575940563758143,t5i,663.095,647.334,35.4273
720575940585931005,t5i,664.69,527.512,28.7616
720575940585498902,t5i,644.168,599.831,35.3632
720575940574501535,t5o,664.668,603.435,35.0378
720575940569057569,t5o,677.928,543.849,30.0455
720575940555867095,t5o,681.245,620.002,34.3816
720575940555474174,t5o,691.39,610.136,32.4757
720575940558286216,t5o,637.158,610.763,34.4399
720575940570343713,t5o,752.671,569.931,34.165
720575940555246551,t5o,684.987,541.002,28.068
720575940569018401,t5o,729.119,548.944,33.1187
720575940556102186,t5o,624.726,577.611,33.9985
720575940567216670,t5o,736.435,627.914,34.138
720575940570454203,t5o,724.27,588.059,35.3886
720575940568980746,t5o,753.526,601.301,32.6137
720575940568014089,t5o,693.385,652.559,34.2625
720575940557157847,t5o,709.342,616.445,30.6855
720575940568630544,t5o,639.69,631.749,33.6996
720575940570691244,t5o,750.996,589.001,33.5088
720575940558399624,t5o,639.112,568.326,33.209
720575940567051509,t5o,650.294,575.594,33.8563
720575940557019546,t5o,710.267,527.092,29.7339
720575940556617687,t5o,685.383,568.796,31.9632
720575940568723962,t5o,670.117,619.704,34.7081
720575940568534349,t5o,693.413,576.766,33.5913
720575940566584172,t5o,780.12,600.032,35.7171
720575940554554967,t5o,725.726,621.392,31.43
720575940579134782,t5o,618.66,604.51,34.6855
720575940578593994,t5o,731.891,561.003,33.9469
720575940561528260,t5o,643.898,558.575,31.4625
720575940562982423,t5o,702.965,549.545,31.6187
720575940578262873,t5o,660.837,533.132,28.676
720575940582628093,t5o,686.558,520.614,28.8854
720575940564880137,t5o,660.237,592.314,33.902
720575940558627426,t5o,665.707,633.23,34.1479
720575940569662902,t5o,702.751,637.295,33.0514
720575940552247090,t5o,743.034,606.51,33.5686
720575940550775959,t5o,646.916,553.438,30.3736
720575940569772321,t5o,676.78,575.532,33.0858
720575940569682465,t5o,696.383,626.759,32.9762
720575940551891762,t5o,728.468,607.24,33.7631
720575940569442411,t5t,652.19,547.8,28.2886
720575940578396164,t5t,658.718,542.271,27.1089
720575940571362271,t5t,682.103,661.261,32.4929
720575940555090430,t5t,714.841,607.667,29.4053
720575940551571115,t5t,663.086,614.716,32.798
720575940551511489,t5t,713.145,582.88,34.9469
720575940567855201,t5t,666.501,596.85,34.8718
720575940557054080,t5t,726.029,646.767,33.2543
720575940563967201,t5t,662.857,571.342,33.828
720575940556692527,t5t,764.794,589.423,33.4203
720575940556525527,t5t,684.88,552.353,29.8596
720575940585558838,t5t,701.449,612.857,31.1935
720575940555244759,t5t,684.322,550.299,27.2006
720575940545203797,t5t,622.567,610.248,34.9896
720575940564720365,t5t,652.503,573.529,30.6551
720575940568361042,t5t,743.765,604.161,33.9989
720575940585602813,t5t,676.131,516.939,31.1202
720575940574043295,t5t,682.447,573.472,33.1849
720575940554267390,t5t,708.678,547.257,31.9668
720575940554212350,t5t,706.305,588.091,34.8056
720575940577366361,t5t,678.547,533.913,29.7199
720575940577347390,t5t,646.782,592.327,33.4359
720575940559572059,t5t,725.805,557.628,31.8501
720575940570081049,t5t,740.641,558.739,31.9532
720575940570346785,t5t,751.986,583.075,34.9947
720575940568855841,t5t,686.927,594.217,35.4306
720575940559977011,t5t,615.886,584.937,26.6786
720575940555824087,t5t,735.087,587.388,36.2917
720575940557509847,t5t,649.043,631.14,33.6507
720575940566799672,t5t,716.686,628.073,32.8633
720575940576726202,t5t,694.45,655.817,33.9948
720575940553647870,t5t,739.065,613.445,33.6902
720575940576720917,t5t,692.979,566.293,30.5744
720575940576550318,t5t,670.438,635.205,34.0071
720575940568016649,t5t,717.968,641.855,33.518
720575940555251159,t6,718.818,542.928,31.9483
720575940552083250,t6,705.048,553.683,32.3538
720575940551734935,t6,710.617,660.632,36.2439
720575940552216626,t6,710.449,638.306,33.2632
720575940555472402,t6,704.511,652.625,33.6631
720575940555740926,t6,717.863,618.377,32.8634
720575940577471321,t6,673.918,540.665,30.274
720575940574787832,t6,701.82,665.267,33.5617
720575940550656736,t6,731.824,621.731,33.0925
720575940549929367,t6,672.606,591.646,34.3792
720575940553876478,t6,692.144,562.952,31.2157
720575940577902169,t6,688.563,529.542,30.9686
720575940553692835,t6,718.256,628.402,32.6249
720575940578080857,t6,707.869,534.894,30.0658
720575940552219442,t6,703.58,646.388,34.4179
720575940555002366,t6,685.962,601.399,33.6084
720575940578371588,t6,687.224,655.903,32.5383
720575940555137790,t6,716.152,572.688,33.891
720575940555141886,t6,689.294,588.357,32.4611
720575940551678359,t6,695.077,659.11,33.1804
720575940555147262,t6,705.785,568.517,32.006
720575940555174142,t6,677.607,560.433,31.0519
720575940576697786,t6,731.202,641.513,34.1559
720575940580639806,t6,646.372,579.103,34.7236
720575940568107529,t6,713.096,650.906,34.5148
720575940540680568,t6,737.826,628.425,34.813
720575940569371681,t6,671.883,562.243,31.5386
720575940570467873,t6,744.813,573.442,35.6462
720575940564437303,t6,620.582,588.514,32.8682
720575940569574689,t6,672.933,592.917,32.4161
720575940557577352,t6,633.478,586.363,34.4621
720575940557579682,t6,685.186,552.536,30.4041
720575940558214280,t6,632.715,624.932,35.3323
720575940570335777,t6,758.886,578.94,35.7936
720575940563677759,t6,636.606,579.424,34.4374
720575940563677265,t6,753.915,606.354,31.8821
720575940570326049,t6,675.737,625.292,35.2409
720575940563292991,t6,693.365,543.017,30.3121
720575940562527486,t6,668.219,529.984,31.4391
720575940562437559,t6,679.978,544.113,29.1962
720575940569779489,t6,698.062,550.068,30.4718
720575940561854142,t6,631.568,608.214,35.3986
720575940561844158,t6,723.272,641.151,30.0609
720575940570304545,t6,675.868,644.001,31.7525
720575940561569988,t6,643.944,572.658,34.4172
720575940561539780,t6,638.564,621.371,34.1819
720575940574392556,t6,709.017,556.286,30.5347
720575940569916193,t6,700.871,610.931,32.2967
720575940570045473,t6,686.587,580.038,32.9792
720575940560040085,t6,722.469,607.854,31.1695
720575940560083121,t6,717.382,573.489,34.2585
720575940560200369,t6,724.364,620.427,30.3113
720575940561072580,t6,650.829,595.92,36.0103
720575940569920289,t6,685.012,626.51,36.0524
720575940569241997,t6,688.88,657.549,31.5248
720575940557157079,t6,689.671,644.055,35.0423
720575940566574700,t6,682.101,528.454,29.8771
720575940568572449,t6,721.27,586.365,35.6684
720575940573595039,t6,655.977,564.718,33.0986
720575940567927561,t6,654.641,618.501,35.7604
720575940567924745,t6,658.062,632.86,35.7575
720575940567160862,t6,765.617,577.395,35.4577
720575940556061694,t6,745.057,580.988,34.799
720575940556065834,t6,610.509,599.884,31.6307
720575940569003297,t6,727.11,553.829,31.8965
720575940566746633,t6,662.419,622.655,34.925
720575940557057698,t6,679.074,633.654,34.5819
720575940566639390,t6,744.093,600.955,33.8718
720575940572190879,t6,661.136,641.005,35.7182
720575940572364462,t6,695.452,508.975,29.1614
720575940569092385,t6,723.976,596.953,33.5429
720575940556995031,t6,697.692,639.7,31.9702
720575940556994519,t6,683.338,615.865,34.2128
720575940571748255,t6,660.365,574.139,34.2979
720575940569091873,t6,713.917,593.311,33.2453
720575940561201948,t6,649.282,635.774,34.3958
720575940571955359,t6,652.226,609.624,36.6987
720575940556510423,t6,732.251,605.4,33.5353
720575940572010137,t6,694.779,522.397,29.5946
720575940551733143,t7,705.516,665.706,33.2859
720575940568080903,t7,698.126,533.696,31.4307
720575940586127670,t7,738.522,546.729,33.4431
720575940568075636,t7,654.571,596.698,34.6616
720575940564917769,t7,668.917,609.668,36.3334
720575940552324914,t7,763.41,580.657,33.8102
720575940566703134,t7,702.331,636.746,33.3665
720575940569500449,t7,703.232,604.204,31.5452
720575940566586910,t7,758.504,604.03,33.0929
720575940561582532,t7,622.22,617.576,36.0094
720575940552271317,t7,694.184,658.631,33.1371
720575940567153438,t7,749.556,581.207,34.5472
720575940550579095,t7,704.349,652.236,32.7094
720575940549894039,t7,666.445,577.82,32.8206
720575940555746302,t7,722.611,608.547,31.4186
720575940555408638,t7,693.609,628.597,32.9094
720575940575282129,t7,689.534,645.447,33.9194
720575940552870746,t7,650.628,619.415,34.5944
720575940555035390,t7,713.909,592.923,32.6367
720575940555234519,t7,704.915,567.593,32.7023
720575940572227487,t7,661.769,644.121,34.4523
720575940556457175,t7,730.752,642.147,33.9978
720575940556204286,t7,710.843,616.293,32.5163
720575940556019927,t7,685.515,548.961,30.0073
720575940554550834,t7,683.096,573.782,32.294
720575940555408382,t7,682.463,637.017,35.4324
720575940577480025,t7,679.295,532.259,30.0288
720575940575357565,t7,716.293,553.563,30.7183
720575940556943778,t7,738.443,613.437,32.9179
720575940559002517,t7,635.429,595.304,36.2218
720575940573601439,t7,646.326,553.757,29.4579
720575940554529278,t7,727.854,608.17,32.8426
720575940554482686,t7,692.689,563.629,30.1254
720575940555883479,t7,680.792,605.363,35.18
720575940559270243,t7,669.191,632.248,34.7916
720575940555745278,t7,714.368,628.397,33.3519
720575940553876734,t7,704.838,540.263,31.2437
720575940570298043,t7,722.42,629.245,33.6591
720575940559691141,t7,716.278,572.383,32.6004
720575940574015647,t7,671.597,561.506,28.6625
720575940554543614,t7,744.707,594.052,33.4402
720575940568373364,t8,647.515,577.537,34.6213
720575940556498479,t8,659.019,557.825,28.1187
720575940575347705,t8,714.192,593.655,34.6135
720575940553795352,t8,668.497,632.377,35.5773
720575940559435723,t8,716.555,558.611,33.3046
720575940570474037,t8,693.95,644.503,33.8627
720575940565947215,t8,761.28,593.545,31.8023
720575940555048686,t8,669.014,538.77,30.056
720575940570467381,t8,701.426,656.605,33.8388
720575940561334442,t8,686.355,620.212,34.5851
720575940578674890,t8,694.026,581.804,34.2174
720575940569704630,t8,744.78,602.143,31.1776
720575940569792542,t8,699.71,572.498,32.3461
720575940562266347,t8,697.217,670.457,33.3901
720575940559012292,t9,609.081,620.39,33.6221
720575940554927342,t9,692.628,583.229,32.7431
720575940577432153,t9,669.659,540.283,30.3171
720575940571098398,t9,732.468,597.861,34.4488
720575940572873533,t9,694.759,576.607,33.0148
720575940557344655,t9,710.602,633.88,30.3394
720575940557299343,t9,688.251,642.855,34.7549
720575940577551916,t9,714.149,542.945,32.0859
720575940564873697,t9,635.906,629.583,34.3921
